Can opener,"D408,235",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=173&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Combined can opener and bag sealer,"D407,614",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=174&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D406,994",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=175&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D406,738",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=176&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D406,222",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=177&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D406,027",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=178&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D406,026",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=179&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D405,332",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=180&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D405,331",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=181&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D404,623",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=182&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D404,270",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=183&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D404,270",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=183&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D404,269",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=184&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D403,217",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=185&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D401,823",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=186&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D397,600",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=187&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D397,009",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=188&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"5,794,353",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=189&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Electric can opener,"D396,788",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=190&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"5,787,592",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=191&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D394,791",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=192&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D394,590",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=193&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D393,403",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=194&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D392,857",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=195&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D388,674",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=196&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D387,644",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=197&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener,"D387,643",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=198&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Can opener housing,"D387,642",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=199&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
Combination can opener and knife sharpener,"D387,641",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=200&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22
can opener,D409888,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=743&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D409063,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=744&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D408235,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=745&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22
combined can opener and bag sealer,D407614,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=747&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D406994,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=748&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D406738,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=750&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D406222,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=752&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D406027,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=754&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D406026,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=755&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D405332,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=758&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D405331,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=759&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D404623,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=760&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D404270,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=761&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D404269,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=762&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D403217,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=764&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D401823,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=768&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D397600,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=774&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D397009,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=776&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
method of an apparatus for disassembling can for measurement of can seam dimensions,5794499,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=777&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,5794353,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=778&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
electric can opener,D396788,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=779&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,5787592,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=781&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
container lid cutter and opener,5778472,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=783&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
beverage container easy opener,5771759,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=785&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
easy open end of a metal-plastic construction,5770290,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=787&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D394791,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=789&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
Piercing container cap,5758788,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=791&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D394590,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=789&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D393403,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=796&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D392857,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=798&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22
food can drainer,5706721,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=804&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D388674,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=805&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D387644,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=807&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D387643,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=808&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
can opener housing,D387642,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=809&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
easy flip top tab lifter,5699928,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=806&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
combination can opener and knife sharpener,D387641,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=810&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
can opener,5692309,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=815&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D384561,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=822&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
combined bottle and can opener,D383954,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=824&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
helemet shaped bottle and can opener,D383953,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=825&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
can opener with moving lid retainer,5666735,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=826&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
hand held and base operated can opener combination,5664333,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=827&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
drive mechanism providing an oscillatory-rotational-drive input and a reversible rotational-driven-output,5662009,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=828&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
multifunctional hand-held device,5652988,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=829&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
folding safety can opener and method for opening cans,5644848,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=832&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
jar opener,5617765,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=834&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
can holder,5597190,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=837&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
plier-type can opener,5581897,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=842&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
folding safety can opener,D375029,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=847&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
ring type bottle and pop-top can opener,D373941,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=848&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
"beverage can and pivotal, screen guard opener system",5555993,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=849&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
can opener for pull top cans,5555778,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=850&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22
scraper attachment for a hmmer,5542140,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=852&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22
opening device for cans,5535911,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=854&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22
container opener with extendable member,5497896,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=860&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22
combination tool,5497522,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=861&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D366997,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=863&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D366404,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=864&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22
purse file with pop top opener,5485642,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=866&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22
can opener,D366197,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=867&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22
combined paintbrush and paint can opener,D366150,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=868&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22
