patent_name,patent_id_str,uspto_link,patent_id,google_url
can opener,5692309,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=815&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5692309,https://patents.google.com/patent/US5692309
can opener,D384561,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=822&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D384561,https://patents.google.com/patent/USD384561
combined bottle and can opener,D383954,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=824&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D383954,https://patents.google.com/patent/USD383954
helemet shaped bottle and can opener,D383953,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=825&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D383953,https://patents.google.com/patent/USD383953
can opener with moving lid retainer,5666735,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=826&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5666735,https://patents.google.com/patent/US5666735
hand held and base operated can opener combination,5664333,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=827&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5664333,https://patents.google.com/patent/US5664333
drive mechanism providing an oscillatory-rotational-drive input and a reversible rotational-driven-output,5662009,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=828&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5662009,https://patents.google.com/patent/US5662009
multifunctional hand-held device,5652988,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=829&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5652988,https://patents.google.com/patent/US5652988
folding safety can opener and method for opening cans,5644848,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=832&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5644848,https://patents.google.com/patent/US5644848
jar opener,5617765,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=834&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5617765,https://patents.google.com/patent/US5617765
can holder,5597190,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=837&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5597190,https://patents.google.com/patent/US5597190
plier-type can opener,5581897,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=842&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5581897,https://patents.google.com/patent/US5581897
folding safety can opener,D375029,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=847&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D375029,https://patents.google.com/patent/USD375029
ring type bottle and pop-top can opener,D373941,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=848&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D373941,https://patents.google.com/patent/USD373941
"beverage can and pivotal, screen guard opener system",5555993,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=849&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5555993,https://patents.google.com/patent/US5555993
can opener for pull top cans,5555778,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=850&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5555778,https://patents.google.com/patent/US5555778
scraper attachment for a hmmer,5542140,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=852&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,5542140,https://patents.google.com/patent/US5542140
opening device for cans,5535911,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=854&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,5535911,https://patents.google.com/patent/US5535911
container opener with extendable member,5497896,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=860&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,5497896,https://patents.google.com/patent/US5497896
combination tool,5497522,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=861&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,5497522,https://patents.google.com/patent/US5497522
can opener,D366997,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=863&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D366997,https://patents.google.com/patent/USD366997
can opener,D366404,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=864&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D366404,https://patents.google.com/patent/USD366404
purse file with pop top opener,5485642,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=866&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,5485642,https://patents.google.com/patent/US5485642
can opener,D366197,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=867&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D366197,https://patents.google.com/patent/USD366197
combined paintbrush and paint can opener,D366150,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=868&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D366150,https://patents.google.com/patent/USD366150
apparatus for cutting helically wound metal tubing,547717,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=870&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,547717,https://patents.google.com/patent/US547717
lid removing devices,5476023,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=873&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,5476023,https://patents.google.com/patent/US5476023
combined can opener and knife sharpener,D362794,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=879&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D362794,https://patents.google.com/patent/USD362794
magnetic manual can opener,D362379,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=882&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D362379,https://patents.google.com/patent/USD362379
can opener,D362378,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=883&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D362378,https://patents.google.com/patent/USD362378
can opener,D362377,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=884&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D362377,https://patents.google.com/patent/USD362377
hand-held electric can opener,D362165,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=885&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D362165,https://patents.google.com/patent/USD362165
manually pivotable magnetic unit on a can opener for holding and releasing the cut lid of a can,5430945,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=891&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,5430945,https://patents.google.com/patent/US5430945
pivotably mounted kitchen appliance,5421092,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=893&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,5421092,https://patents.google.com/patent/US5421092
combined beverage can opener and cover,D358311,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=895&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D358311,https://patents.google.com/patent/USD358311
"combined can opener, bottle opener, and bag closer",D357619,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=897&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,D357619,https://patents.google.com/patent/USD357619
can opening and liquid expelling apparatus,5403053,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=899&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=18&OS=%22can+opener%22&RS=%22can+opener%22,5403053,https://patents.google.com/patent/US5403053
can opener,D356237,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=901&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,D356237,https://patents.google.com/patent/USD356237
cylinder rupture vessel with cylinder rotation mechanism and rupture mechanism,5383498,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=903&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5383498,https://patents.google.com/patent/US5383498
can opener,5367776,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=908&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5367776,https://patents.google.com/patent/US5367776
can opener,5347720,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=910&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5347720,https://patents.google.com/patent/US5347720
can opener,D348813,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=913&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,D348813,https://patents.google.com/patent/USD348813
pull tab can opener,5329832,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=914&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5329832,https://patents.google.com/patent/US5329832
can opener,5313708,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=920&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5313708,https://patents.google.com/patent/US5313708
can opener,D346939,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=921&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,D346939,https://patents.google.com/patent/USD346939
opening device for cans having tear-away closure panels with ring tabs,5309794,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=922&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5309794,https://patents.google.com/patent/US5309794
can opener and jar sealing apparatus,5301433,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=923&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5301433,https://patents.google.com/patent/US5301433
can drainer including magnetized plate and splash guard,5295432,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=925&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5295432,https://patents.google.com/patent/US5295432
pry device adapted for removing container lids,5295419,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=926&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5295419,https://patents.google.com/patent/US5295419
can opener,5291658,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=927&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5291658,https://patents.google.com/patent/US5291658
safety can opener,5289638,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=928&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5289638,https://patents.google.com/patent/US5289638
can opener,D343341,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=930&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,D343341,https://patents.google.com/patent/USD343341
apparatus for facilitating opening of pull tab cans,5277083,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=931&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5277083,https://patents.google.com/patent/US5277083
can drainer,5272968,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=933&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5272968,https://patents.google.com/patent/US5272968
can opener,D3397236,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=939&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,D3397236,https://patents.google.com/patent/USD3397236
can opener,D339042,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=942&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,D339042,https://patents.google.com/patent/USD339042
portable can opener apparatus,5239757,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=945&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=19&OS=%22can+opener%22&RS=%22can+opener%22,5239757,https://patents.google.com/patent/US5239757
combined finger ring and pull-top and pull-top can opener,D337708,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=951&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,D337708,https://patents.google.com/patent/USD337708
combination toaster and electric can opener,D337476,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=952&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,D337476,https://patents.google.com/patent/USD337476
high-speed tandem can opener,5228203,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=953&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5228203,https://patents.google.com/patent/US5228203
can opener apparatus,5205194,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=963&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5205194,https://patents.google.com/patent/US5205194
can top opener and sealer,5203087,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=965&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5203087,https://patents.google.com/patent/US5203087
can tab opener,D334518,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=967&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,D334518,https://patents.google.com/patent/USD334518
hand-held squeeze lever or pincer-type can opener,5197197,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=968&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5197197,https://patents.google.com/patent/US5197197
combination bottle opener and can opener,5189750,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=970&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5189750,https://patents.google.com/patent/US5189750
"combination electric can opener, clock/timer, and knife sharpener",D332731,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=972&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,D332731,https://patents.google.com/patent/USD332731
can openers,5181322,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=973&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5181322,https://patents.google.com/patent/US5181322
can opener,5170565,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=974&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5170565,https://patents.google.com/patent/US5170565
can end closure apparatus,5169017,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=975&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5169017,https://patents.google.com/patent/US5169017
circular shears,5161441,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=980&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5161441,https://patents.google.com/patent/US5161441
can opener,D329789,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=983&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,D329789,https://patents.google.com/patent/USD329789
cap with perforating spike for container with a protective membrane,5148937,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=984&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5148937,https://patents.google.com/patent/US5148937
paint can opener,5127121,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=990&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5127121,https://patents.google.com/patent/US5127121
can opener,5121546,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=992&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,5121546,https://patents.google.com/patent/US5121546
can opener,D326041,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=993&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,D326041,https://patents.google.com/patent/USD326041
can opener,D326039,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=994&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,D326039,https://patents.google.com/patent/USD326039
can opener,D324158,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=998&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,D324158,https://patents.google.com/patent/USD324158
combined can opener and knife sharpener,D324157,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=999&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=20&OS=%22can+opener%22&RS=%22can+opener%22,D324157,https://patents.google.com/patent/USD324157
hand-held can opener,D322919,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1003&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D322919,https://patents.google.com/patent/USD322919
combined can opener and rim piercer,D322201,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1005&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,D322201,https://patents.google.com/patent/USD322201
adjustable can opener,5054203,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1010&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,5054203,https://patents.google.com/patent/US5054203
pull tab can opener,5052248,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1013&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=21&OS=%22can+opener%22&RS=%22can+opener%22,5052248,https://patents.google.com/patent/US5052248
