patent_name,patent_id_str,uspto_link,patent_id,google_url
Can opener,"D418,728",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=159&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D418728,https://patents.google.com/patent/USD418728
Can opener,"D418,029",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=160&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D418029,https://patents.google.com/patent/USD418029
Can opener,"D415,666",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=161&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D415666,https://patents.google.com/patent/USD415666
Cutter wheel type can opener,"5,970,618",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=162&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,5970618,https://patents.google.com/patent/US5970618
Side cutting can opener with a double grip,"5,946,811",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=163&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,5946811,https://patents.google.com/patent/US5946811
Can opener,"D413,054",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=164&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D413054,https://patents.google.com/patent/USD413054
Can opener,"5,931,058",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=166&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,5931058,https://patents.google.com/patent/US5931058
Can opener,"D411,789",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=167&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D411789,https://patents.google.com/patent/USD411789
Can opener apparatus for pull-ring containers,"5,913,953",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=168&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,5913953,https://patents.google.com/patent/US5913953
Can opener,"D410,827",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=169&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D410827,https://patents.google.com/patent/USD410827
Can opener,"D409,888",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=171&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D409888,https://patents.google.com/patent/USD409888
Can opener,"D410,180",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=170&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D410180,https://patents.google.com/patent/USD410180
Can opener,"D409,063",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=172&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D409063,https://patents.google.com/patent/USD409063
Can opener,"D408,235",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=173&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D408235,https://patents.google.com/patent/USD408235
Combined can opener and bag sealer,"D407,614",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=174&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D407614,https://patents.google.com/patent/USD407614
Can opener,"D406,994",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=175&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D406994,https://patents.google.com/patent/USD406994
Can opener,"D406,738",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=176&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D406738,https://patents.google.com/patent/USD406738
Can opener,"D406,222",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=177&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D406222,https://patents.google.com/patent/USD406222
Can opener,"D406,027",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=178&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D406027,https://patents.google.com/patent/USD406027
Can opener,"D406,026",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=179&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D406026,https://patents.google.com/patent/USD406026
Can opener,"D405,332",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=180&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D405332,https://patents.google.com/patent/USD405332
Can opener,"D405,331",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=181&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D405331,https://patents.google.com/patent/USD405331
Can opener,"D404,623",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=182&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D404623,https://patents.google.com/patent/USD404623
Can opener,"D404,270",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=183&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D404270,https://patents.google.com/patent/USD404270
Can opener,"D404,270",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=183&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D404270,https://patents.google.com/patent/USD404270
Can opener,"D404,269",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=184&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D404269,https://patents.google.com/patent/USD404269
Can opener,"D403,217",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=185&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D403217,https://patents.google.com/patent/USD403217
Can opener,"D401,823",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=186&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D401823,https://patents.google.com/patent/USD401823
Can opener,"D397,600",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=187&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D397600,https://patents.google.com/patent/USD397600
Can opener,"D397,009",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=188&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D397009,https://patents.google.com/patent/USD397009
Can opener,"5,794,353",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=189&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,5794353,https://patents.google.com/patent/US5794353
Electric can opener,"D396,788",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=190&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D396788,https://patents.google.com/patent/USD396788
Can opener,"5,787,592",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=191&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,5787592,https://patents.google.com/patent/US5787592
Can opener,"D394,791",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=192&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D394791,https://patents.google.com/patent/USD394791
Can opener,"D394,590",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=193&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D394590,https://patents.google.com/patent/USD394590
Can opener,"D393,403",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=194&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D393403,https://patents.google.com/patent/USD393403
Can opener,"D392,857",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=195&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D392857,https://patents.google.com/patent/USD392857
Can opener,"D388,674",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=196&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D388674,https://patents.google.com/patent/USD388674
Can opener,"D387,644",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=197&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D387644,https://patents.google.com/patent/USD387644
Can opener,"D387,643",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=198&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D387643,https://patents.google.com/patent/USD387643
Can opener housing,"D387,642",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=199&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D387642,https://patents.google.com/patent/USD387642
Combination can opener and knife sharpener,"D387,641",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=200&f=G&l=50&d=PTXT&s1=%22Can+Opener%22.TI.&p=4&OS=TTL/%22Can+Opener%22&RS=TTL/%22Can+Opener%22,D387641,https://patents.google.com/patent/USD387641
can opener,D409888,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=743&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22,D409888,https://patents.google.com/patent/USD409888
can opener,D409063,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=744&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22,D409063,https://patents.google.com/patent/USD409063
can opener,D408235,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=745&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22,D408235,https://patents.google.com/patent/USD408235
combined can opener and bag sealer,D407614,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=747&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22,D407614,https://patents.google.com/patent/USD407614
can opener,D406994,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=748&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22,D406994,https://patents.google.com/patent/USD406994
can opener,D406738,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=750&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=15&OS=%22can+opener%22&RS=%22can+opener%22,D406738,https://patents.google.com/patent/USD406738
can opener,D406222,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=752&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D406222,https://patents.google.com/patent/USD406222
can opener,D406027,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=754&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D406027,https://patents.google.com/patent/USD406027
can opener,D406026,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=755&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D406026,https://patents.google.com/patent/USD406026
can opener,D405332,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=758&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D405332,https://patents.google.com/patent/USD405332
can opener,D405331,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=759&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D405331,https://patents.google.com/patent/USD405331
can opener,D404623,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=760&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D404623,https://patents.google.com/patent/USD404623
can opener,D404270,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=761&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D404270,https://patents.google.com/patent/USD404270
can opener,D404269,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=762&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D404269,https://patents.google.com/patent/USD404269
can opener,D403217,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=764&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D403217,https://patents.google.com/patent/USD403217
can opener,D401823,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=768&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D401823,https://patents.google.com/patent/USD401823
can opener,D397600,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=774&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D397600,https://patents.google.com/patent/USD397600
can opener,D397009,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=776&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D397009,https://patents.google.com/patent/USD397009
method of an apparatus for disassembling can for measurement of can seam dimensions,5794499,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=777&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,5794499,https://patents.google.com/patent/US5794499
can opener,5794353,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=778&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,5794353,https://patents.google.com/patent/US5794353
electric can opener,D396788,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=779&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D396788,https://patents.google.com/patent/USD396788
can opener,5787592,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=781&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,5787592,https://patents.google.com/patent/US5787592
container lid cutter and opener,5778472,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=783&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,5778472,https://patents.google.com/patent/US5778472
beverage container easy opener,5771759,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=785&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,5771759,https://patents.google.com/patent/US5771759
easy open end of a metal-plastic construction,5770290,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=787&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,5770290,https://patents.google.com/patent/US5770290
can opener,D394791,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=789&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D394791,https://patents.google.com/patent/USD394791
Piercing container cap,5758788,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=791&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,5758788,https://patents.google.com/patent/US5758788
can opener,D394590,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=789&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D394590,https://patents.google.com/patent/USD394590
can opener,D393403,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=796&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D393403,https://patents.google.com/patent/USD393403
can opener,D392857,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=798&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=16&OS=%22can+opener%22&RS=%22can+opener%22,D392857,https://patents.google.com/patent/USD392857
food can drainer,5706721,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=804&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5706721,https://patents.google.com/patent/US5706721
can opener,D388674,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=805&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D388674,https://patents.google.com/patent/USD388674
can opener,D387644,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=807&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D387644,https://patents.google.com/patent/USD387644
can opener,D387643,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=808&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D387643,https://patents.google.com/patent/USD387643
can opener housing,D387642,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=809&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D387642,https://patents.google.com/patent/USD387642
easy flip top tab lifter,5699928,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=806&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,5699928,https://patents.google.com/patent/US5699928
combination can opener and knife sharpener,D387641,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=810&f=G&l=50&d=PTXT&s1=%22can+opener%22&p=17&OS=%22can+opener%22&RS=%22can+opener%22,D387641,https://patents.google.com/patent/USD387641
